subsystem,path_from_root
OMP,/Engine/Source/Runtime/OodleDataCompression
SDK,/Engine/Source/Runtime/OpenGLDrv
SDK,/Engine/Source/Runtime/OpenGLDrv
FES,/Engine/Source/Runtime/Overlay
FES,/Engine/Source/Runtime/Overlay
OMP,/Engine/Source/Runtime/PacketHandlers
OMP,/Engine/Source/Runtime/PacketHandlers
COR,/Engine/Source/Runtime/PakFile
COR,/Engine/Source/Runtime/PakFile
DEB,/Engine/Source/Runtime/PerfCounters
DEB,/Engine/Source/Runtime/PerfCounters
PHY,/Engine/Source/Runtime/PhysicsCore
PHY,/Engine/Source/Runtime/PhysXCooking
PLA,/Engine/Source/Runtime/PlatformThirdPartyHelpers
PLA,/Engine/Source/Runtime/PlatformThirdPartyHelpers
FES,/Engine/Source/Runtime/Portal
FES,/Engine/Source/Runtime/Portal
FES,/Engine/Source/Runtime/PreLoadScreen
FES,/Engine/Source/Runtime/PreLoadScreen
EDI,/Engine/Source/Runtime/Projects
EDI,/Engine/Source/Runtime/Projects
COR,/Engine/Source/Runtime/PropertyPath
COR,/Engine/Source/Runtime/PropertyPath
SKA,/Engine/Source/Runtime/RawMesh
SKA,/Engine/Source/Runtime/RawMesh
LLR,/Engine/Source/Runtime/RenderCore
LLR,/Engine/Source/Runtime/Renderer
LLR,/Engine/Source/Runtime/RHI
LLR,/Engine/Source/Runtime/RHICore
RES,/Engine/Source/Runtime/RuntimeAssetCache
RES,/Engine/Source/Runtime/RuntimeAssetCache
COR,/Engine/Source/Runtime/SandboxFile
COR,/Engine/Source/Runtime/Serialization
HID,/Engine/Source/Runtime/SessionMessages
HID,/Engine/Source/Runtime/SessionServices
AUD,/Engine/Source/Runtime/SignalProcessing
SKA,/Engine/Source/Runtime/SkeletalMeshDescription
FES,/Engine/Source/Runtime/Slate
FES,/Engine/Source/Runtime/SlateCore
FES,/Engine/Source/Runtime/SlateNullRenderer
FES,/Engine/Source/Runtime/SlateRHIRenderer
OMP,/Engine/Source/Runtime/Sockets
AUD,/Engine/Source/Runtime/SoundFieldRendering
SKA,/Engine/Source/Runtime/StaticMeshDescription
COR,/Engine/Source/Runtime/StorageServerClient
COR,/Engine/Source/Runtime/StreamingFile
COR,/Engine/Source/Runtime/StreamingPauseRendering
COR,/Engine/Source/Runtime/SymsLib
DEB,/Engine/Source/Runtime/SynthBenchmark
LLR,/Engine/Source/Runtime/TextureUtilitiesCommon
COR,/Engine/Source/Runtime/TimeManagement
EDI,/Engine/Source/Runtime/Toolbox
DEB,/Engine/Source/Runtime/TraceLog
COR,/Engine/Source/Runtime/TypedElementFramework
COR,/Engine/Source/Runtime/TypedElementRuntime
COR,/Engine/Source/Runtime/UELibrary
FES,/Engine/Source/Runtime/UMG
PLA,/Engine/Source/Runtime/Unix
GMP,/Engine/Source/Runtime/UnrealGame
VFX,/Engine/Source/Runtime/VirtualProduction
SDK,/Engine/Source/Runtime/VulkanRHI
PLA,/Engine/Source/Runtime/WebBrowser
PLA,/Engine/Source/Runtime/WebBrowserTexture
FES,/Engine/Source/Runtime/WidgetCarousel
PLA,/Engine/Source/Runtime/Windows
COR,/Engine/Source/Runtime/XmlParser
SDK,/Engine/Source/ThirdParty
